task_id,occ_code,task_text,weight,exposure_label,beta,modality,presence,use_case,consequence_high,channel,source_tag,onet_soc_code,task_type,label_source
15367,11-1011,"Identify educational, training, or other development opportunities for sustainability employees or volunteers.",0.023255813953488372,E0,0.5,interpersonal,0.55,unregulated,0,software,real:eloundou_labels+onet_tasks;classifiers:E,11-1011.03,Core,human_labels
15368,11-1011,Identify and evaluate pilot projects or programs to enhance the sustainability research agenda.,0.023255813953488372,E2,0.5,software,0.1,unregulated,1,software,real:eloundou_labels+onet_tasks;classifiers:E,11-1011.03,Core,human_labels
15369,11-1011,Conduct risk assessments related to sustainability and the environment.,0.023255813953488372,E0,0.5,other_cognitive,0.3,unregulated,0,software,real:eloundou_labels+onet_tasks;classifiers:E,11-1011.03,Core,human_labels
15370,11-1011,"Create and maintain sustainability program documents, such as schedules and budgets.",0.023255813953488372,E2,1.0,software,0.0,unregulated,0,software,real:eloundou_labels+onet_tasks;classifiers:E,11-1011.03,Core,human_labels
15371,11-1011,"Write project proposals, grant applications, or other documents to pursue funding for environmental initiatives.",0.023255813953488372,E1,1.0,software,0.0,unregulated,0,software,real:eloundou_labels+onet_tasks;classifiers:E,11-1011.03,Core,human_labels
15372,11-1011,Supervise employees or volunteers working on sustainability projects.,0.023255813953488372,E0,0.0,interpersonal,0.55,unregulated,0,software,real:eloundou_labels+onet_tasks;classifiers:E,11-1011.03,Core,human_labels
15373,11-1011,Write and distribute financial or environmental impact reports.,0.023255813953488372,E2,1.0,software,0.0,unregulated,0,software,real:eloundou_labels+onet_tasks;classifiers:E,11-1011.03,Core,human_labels
15374,11-1011,"Review sustainability program objectives, progress, or status to ensure compliance with policies, standards, regulations, or laws.",0.023255813953488372,E2,0.5,software,0.1,unregulated,1,software,real:eloundou_labels+onet_tasks;classifiers:E,11-1011.03,Core,human_labels
15375,11-1011,Formulate or implement sustainability campaign or marketing strategies.,0.023255813953488372,E2,0.5,other_cognitive,0.3,unregulated,0,software,real:eloundou_labels+onet_tasks;classifiers:E,11-1011.03,Core,human_labels
15376,11-1011,"Research environmental sustainability issues, concerns, or stakeholder interests.",0.023255813953488372,E2,0.5,software,0.1,unregulated,0,software,real:eloundou_labels+onet_tasks;classifiers:E,11-1011.03,Core,human_labels
15377,11-1011,"Evaluate and approve proposals for sustainability projects, considering factors such as cost effectiveness, technical feasibility, and integration with other initiatives.",0.023255813953488372,E2,0.5,software,0.1,unregulated,0,software,real:eloundou_labels+onet_tasks;classifiers:E,11-1011.03,Core,human_labels
15378,11-1011,"Develop sustainability reports, presentations, or proposals for supplier, employee, academia, media, government, public interest, or other groups.",0.023255813953488372,E2,0.5,software,0.0,unregulated,0,software,real:eloundou_labels+onet_tasks;classifiers:E,11-1011.03,Core,human_labels
15379,11-1011,"Develop, or oversee the development of, sustainability evaluation or monitoring systems.",0.023255813953488372,E0,0.5,other_cognitive,0.3,unregulated,0,software,real:eloundou_labels+onet_tasks;classifiers:E,11-1011.03,Core,human_labels
15380,11-1011,"Develop, or oversee the development of, marketing or outreach media for sustainability projects or events.",0.023255813953488372,E2,0.5,other_cognitive,0.3,unregulated,0,software,real:eloundou_labels+onet_tasks;classifiers:E,11-1011.03,Core,human_labels
15381,11-1011,Develop methodologies to assess the viability or success of sustainability initiatives.,0.023255813953488372,E2,0.5,other_cognitive,0.3,unregulated,0,software,real:eloundou_labels+onet_tasks;classifiers:E,11-1011.03,Core,human_labels
15382,11-1011,Monitor and evaluate effectiveness of sustainability programs.,0.023255813953488372,E2,0.5,software,0.1,unregulated,0,software,real:eloundou_labels+onet_tasks;classifiers:E,11-1011.03,Core,human_labels
15383,11-1011,Direct sustainability program operations to ensure compliance with environmental or governmental regulations.,0.023255813953488372,E0,0.5,software,0.1,unregulated,1,software,real:eloundou_labels+onet_tasks;classifiers:E,11-1011.03,Core,human_labels
15384,11-1011,"Develop or execute strategies to address issues such as energy use, resource conservation, recycling, pollution reduction, waste elimination, transportation, education, and building design.",0.023255813953488372,E2,0.5,physical,0.85,unregulated,0,emb_manip,real:eloundou_labels+onet_tasks;classifiers:E,11-1011.03,Core,human_labels
20461,11-1011,"Review and analyze legislation, laws, or public policy and recommend changes to promote or support interests of the general population or special groups.",0.023255813953488372,E2,0.5,interpersonal,0.55,unregulated,1,software,real:eloundou_labels+onet_tasks;classifiers:E,11-1011.00,Core,human_labels
